assigner_id,process,reference,replace_existing,actor_id_type,actor_id,role_type,role_name,classification,grant_type,role_category,read_only,begin_time,end_time,contract_type,jurisdiction,case_id,region,user_id_1,time_1,comment_1,user_id_2,time_2,comment_2
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk1,testingabcdefghijk1,false,IDAM,CCA0E015-7FF4-9E90-3E6F-52C10BEA2A74,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-01T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk2,testingabcdefghijk2,false,IDAM,5B5E12E0-5F65-39D8-1906-42447D853AC5,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-02T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk3,testingabcdefghijk3,false,IDAM,4882DC2E-3CF9-2E5A-85FC-BE367CF83695,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-03T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk4,testingabcdefghijk4,false,IDAM,D52B448F-5D33-10FC-4104-B96C14509EFB,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-04T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk5,testingabcdefghijk5,false,IDAM,67DF0966-8C0E-5D4A-2C7D-5285C730A32C,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-05T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk6,testingabcdefghijk6,false,IDAM,A92D46B4-73A9-582B-49F3-FA5D61B97B5E,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-06T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk7,testingabcdefghijk7,false,IDAM,0EAC9F92-3B41-85CB-08A6-AD106F293296,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-07T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk8,testingabcdefghijk8,false,IDAM,2AA23539-90C5-74EC-4196-CFACC73917FE,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-08T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk9,testingabcdefghijk9,false,IDAM,88590EC7-3D88-13D7-4883-169C1514410E,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-09T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk10,testingabcdefghijk10,false,IDAM,6A8749BC-970C-4B16-910C-A8E51C5888BA,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-10T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk11,testingabcdefghijk11,false,IDAM,9CBEA21E-0E90-8907-0735-ABD87DF31819,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-11T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk12,testingabcdefghijk12,false,IDAM,FA0F0417-79C0-7EAA-5F43-0CC6FF024186,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-12T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk13,testingabcdefghijk13,false,IDAM,A281AB4E-169B-8C08-5E4B-828D356788C8,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-13T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk14,testingabcdefghijk14,false,IDAM,C73BAF49-0A7E-94C3-9AC1-CA56792B13AF,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-14T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk15,testingabcdefghijk15,false,IDAM,F5F4B228-6685-9491-8D89-30D1E58092D7,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-15T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk16,testingabcdefghijk16,false,IDAM,5553F8C9-0D23-33D9-16D4-8C30CC2E6256,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-16T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk17,testingabcdefghijk17,false,IDAM,8699B547-71E7-856C-9012-7CE06C8990B1,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-17T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk18,testingabcdefghijk18,false,IDAM,4B36533D-9EAC-6323-55BA-D063F87F0B54,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-18T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk19,testingabcdefghijk19,false,IDAM,6604A0D6-99C4-7985-9F7B-06A35F571919,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk20,testingabcdefghijk20,false,IDAM,D99BC705-0F07-2076-66E7-19D115E695EB,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-042,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk21,testingabcdefghijk21,false,IDAM,4327422E-33DE-4DAD-6275-423040C37EB3,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk22,testingabcdefghijk22,false,IDAM,197BE3B6-5344-A4CE-3531-912E15BA11FB,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk23,testingabcdefghijk23,false,IDAM,9B1F0D76-1901-0398-A501-C61D81D994C7,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk24,testingabcdefghijk24,false,IDAM,AD52937C-5F99-7270-A145-94E3EBF02D20,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk25,testingabcdefghijk25,false,IDAM,8A3E96AF-067F-6DCD-3D77-99A9852C8FF4,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk26,testingabcdefghijk26,false,IDAM,B917DBC5-A599-9378-8992-8768357B2BB4,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk27,testingabcdefghijk27,false,IDAM,BC8B9988-9539-0B3F-51DA-E3E7787C94D7,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk28,testingabcdefghijk28,false,IDAM,ACDB108A-4168-1256-349C-C5A6EB6288EC,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk29,testingabcdefghijk29,false,IDAM,7437ABAA-2B05-6086-46A3-0846739963DD,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk30,testingabcdefghijk30,false,IDAM,71376190-4D3B-9F73-7875-E54B61C2A3A4,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk31,testingabcdefghijk31,false,IDAM,ECB1E971-985D-9F56-42EC-C8CE797E3B56,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk32,testingabcdefghijk32,false,IDAM,9E704ECD-71EF-2F9E-42D0-5C003DC48CC7,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk33,testingabcdefghijk33,false,IDAM,5CD09F5C-A5BD-5C16-86B4-63CEDAA8A379,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk34,testingabcdefghijk34,false,IDAM,E68AE27A-00F5-219C-2815-1B75183E0604,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk35,testingabcdefghijk35,false,IDAM,2BDAB53C-7EC8-7D9D-7200-44B0FD5519BC,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk36,testingabcdefghijk36,false,IDAM,AA6FB4A2-01EF-88CF-049F-741A960C0081,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk37,testingabcdefghijk37,false,IDAM,B298702F-0F1E-5449-A4A0-E15326A13D3C,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk38,testingabcdefghijk38,false,IDAM,AD27368C-4220-18B2-2F4E-88637C2E0E13,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk39,testingabcdefghijk39,false,IDAM,0161CFB2-8720-4001-1150-1A880BB898E3,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk40,testingabcdefghijk40,false,IDAM,26737441-9ADF-090F-85D8-05D9DAEF0535,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk41,testingabcdefghijk41,false,IDAM,698014DF-5216-384C-2AE2-7C0DE4D81412,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk42,testingabcdefghijk42,false,IDAM,32117D48-17F1-5AF2-4B4C-6C0301D2899F,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk43,testingabcdefghijk43,false,IDAM,109FB5BA-30F6-52CF-035C-BA53D5FB6E0D,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk44,testingabcdefghijk44,false,IDAM,013058C1-1825-6C87-23B5-88CB93BF1DF5,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk45,testingabcdefghijk45,false,IDAM,AB2121C2-383E-7CB1-447F-9CB4C3838E91,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk46,testingabcdefghijk46,false,IDAM,21FFFA7B-6E70-0F45-A55B-3A87AA9E290D,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk47,testingabcdefghijk47,false,IDAM,E3219396-0B9B-010D-4BE8-898F23095D99,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk48,testingabcdefghijk48,false,IDAM,748C0D4D-3F55-3BC7-668B-3D0E0C194E6F,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk49,testingabcdefghijk49,false,IDAM,B776D008-6B8A-5E57-786C-C9FBB48D88F1,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk50,testingabcdefghijk50,false,IDAM,F731DF38-6770-20C9-1CF1-D14B731A9C00,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk51,testingabcdefghijk51,false,IDAM,B5A4B0E4-6FB0-421A-8E0A-291C5AA20734,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk52,testingabcdefghijk52,false,IDAM,5B539337-8D9F-9C07-3B7E-A75A61326861,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk53,testingabcdefghijk53,false,IDAM,C8207C32-9F5B-373B-9617-4A0F7B925451,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk54,testingabcdefghijk54,false,IDAM,B59C6005-4EDD-5710-0155-B3874F361CCE,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk55,testingabcdefghijk55,false,IDAM,07D3FDE2-08E7-8526-7D4A-C36B263295A3,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk56,testingabcdefghijk56,false,IDAM,A690F580-74FF-5C5A-5107-35AED19DA4AE,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-20T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
ff0d2548-3110-4dc2-957a-a8d3e7ccfc1b,testingabcdefghijk57,testingabcdefghijk57,false,IDAM,5BED4FA9-4AFC-089B-72A9-ABDDD1BB7AD4,CASE,judge,PUBLIC,SPECIFIC,JUDICIAL,false,2020-10-19T00:00+01:00,2021-10-01T00:00+01:00,SALARIED,divorce,1614347552343635,north-east,S-42,2020-01-01T00:00,Need Access to case number 1614347552343635 for a year,HMCTS,2020-01-02T00:00,Access granted for 3 months
